text,label
"可我们又没有把权利让渡给其他组织…这个""一视同仁""不成立呀？,！！！葛莉小姐姐w次元壁破了！",0
反而助长了那些有同样行为人的士气和胆量，甚至有的人还会宣之于口,0
当事人亲自出来说话装瞎看不到?当然你们只是假装看不到，毕竟你们急匆匆就跑去挖这位当事人的所谓黑料去了，真恶臭,0
杠层主的人我建议语文课好好听讲学一下阅读理解，重点在没去看海王吗？重点在女主好吗。,0
表示想听到不同角度的探讨，而不是一个方向的一味争辩，那些角度与自己不同的就用脏话谩骂的我真的觉得头皮发麻,0
iu呀，来了个十周年纪念单曲，，，，硬是被杠杠国民度搞成了大势回归,0
人心最可怕啊 知人知面不知心 永远不知道一张皮里面藏着的是什么样的恶魔,0
我又为啥不照顾男人情绪呢？谁能凭一个逼就生出孩子？每个家庭里面男人也是出大力的人，咋照顾一下情绪都不行了？爸爸是本崽崽的爸爸，爸爸的崽崽爱爸爸，崽崽的爸爸爱崽崽。。。老公是本宝宝的老公，老公的宝宝爱老公，宝宝的老公爱宝宝,0
但。。如果想要判他有罪的话应该怎么判呢？过去这么多年也没证据啊,0
我个人觉得不会出这么露骨的政策。。。个人觉得。。。,0
求帮助，我所遭遇的医疗安全伤害责任案件，维权四年多，蚌埠禹会区黄山医院和冒充军医手术医生都不具备三级手术资质，通过医托和承包科室的人骗病人到社区小医院做大手术，并造成严重伤害后果和后续治疗。蚌埠和安徽相关主管部门调查处理断章取义指鹿为马。大致内容请百度丁二波医疗案件，由人民网转载,0
才diss亚瑟没好好做音乐自己不做乐评整天沉迷娱乐八卦,0
对号入座的真的是男的？恐怕还有各种不男不女水号吧,0
"男女两个人在一起，互相理解，互相帮助，如果想生孩子的，可以成为生命合伙人，共同升级打怪,第一次听说“田园女权”这个词。我也只想拥有平凡幸福生活，一家人在一起，健康平安就好",0
所谓缺乏明确的录用标准，公正的能力评判，这样的问题好像并不是针对性别的吧，是个人都会碰到这样的问题,0
经过身边小伙伴们的集思广益，小编做了一些小笔记供参考鸭,0
如果不闹着拆屋顶，谁又会同意打开窗户呢。之前我也觉得大家应该温和理性的谈判，可社会基本都是按闹分配，螺旋前进的历史，从来都是从极端走向极端，在中间的过程中达到平衡,0
出于这个错别字我已经改了为什么还改错，妈的气死,0
其实我连和家里人说话都很怕，平时基本也不交流，去做咨询不敢想象,0
？？？好像不是一个性质吧 女孩子了解他主动靠近他 跟女孩在晚上被猥亵怪女孩子有什么关系？,0
有怒气和不满，通过小的，可控的途径发泄出来，要比一直积累着不能发泄强，堵不如疏,0
哈哈哈哈哈哈哈哈当代仇男女性现状,0
有道理耶，有一次我跟我爸聊天，讨论多偶和单偶的问题，我爸全程默认我一定会单偶，我可能存在的老公可能多偶可能单偶🤷♀️,0
第二个倒底是她妈性格软弱还是她性格软弱啊，我咋觉得她比她妈还软弱呢。,0
他就是赵敏基？他居然已经死了？我去……我看了那么多年的韩剧都有他……,0
虽然不知道公诉期的出发点是什么，但是现在看来，是帮助有罪的人逃脱法律的惩罚和制裁，为有权有势之人提供更多的便利之举，拖延……,0
所以为什么不说出名字那句话是翻译的有问题吗????? 完全没看懂.,0
做人上道德人品失败的就应该让他身败名裂，这样的惩罚才能震慑力。也告诫其他人切莫再犯，下场就是如此。,0
"唉我真是 实话说这波节奏过来我真的为老伙计感到有点冤枉,她怎么说的啊",0
"我是说你“反正只是死了一坨肉”那句话，表达的是一坨肉是唯一受到伤害的东西，孕妇受伤不重要....你写着一大段不相关的话我都替你累得慌,孕妇本人被打受的伤在你看来都不是个事呗，还没有那坨细胞重要",0
炸号15个，禁言恩和60天。上一次这么大规模相似性炸号是肖战搞风车、有狐、南瓜那些。 Papi这次花的钱不少。,0
对，你这麽想是没错的，这个完美是说我们，是除她以外的我们，是我们把她当成了一个完美的受害者“一个受害者任何事都做到完美还能受害”,0
我就是在外网看的访谈 很久以前了 最后阿汤的信仰要求他的家人很多事情不能像正常人一样生活 实在不行了 就离了 我没有谁说的错啊 你们这么紧张干嘛,0
你说的我都赞同！想结婚了就结婚，想生小孩就生了，睡累了就少干点家务，不要把男人当假想敌，要当合伙人！非常对,0
"哈哈哈哈哈 我和你是一个观点啊 不知道我的观点是否表述清楚：觉得师哥说的第三点有点言重了。毕竟这事也就在微博上有讨论...现实生活中，过几天还是会被遗忘的...,是的呀 法律的出台和糟粕文化的根除是根本做法。我的观点是就原po里认为的：运动会造成大众对法律和国家的不信任而言提出的（这点后果言之过重了）。",0
奇怪，你能读出柯洁是反讽，你读不出来我也在反讽吗？我还特地用了换位思考的反讽方式，请问我是反讽到你哪根神经了吗？,0
姐姐！我还要给你排个一二三？你逻辑好！,0
我是残疾人，本地残联从市里到街道到居委会还是帮我办了不少事的，不要乱说。,0
这不是要求高不高的问题，这已经完全南辕北辙了，图上这人也完全不激进女权，攻击弱势群体不要太保守,0
如今的边缘群体的平权都处于一种“过度宣扬”的状态，大胆站出来表达自己的意愿与诉求都是值得鼓励的。但这并不代表你的意愿和诉求都应该被理解，所有的事情都要在时代和时间的考验下才能够验证其臧否，这一过程是漫长的。急于平权，过度宣扬的后果可能不只是被别人过度解读，可能会导致误解与厌恶。,0
关键是这些网友大部分自己也是女性，过得也不如papi好，不知道这些群体哪里来的自信去指责papi以及其他女性,0
MeToo不过是一场暴民的狂欢，美国版的文化大革命，禁封我觉得做的正确，依法治国才是王道，凡是搞政治运动的不是笨就是坏。,0
"没有人不让奶羊发自己的证书，那是她自己的，想发就发，但是别人的东西转载请注明出处,文风和证书不能证明奶羊微博上没发过那些东西或者不是自己发的那些东西啊～,啊你来了……奶羊有一个在七月之前没发过自己照片的抄袭小号你知道吗",0
归根到底 永远不要用某个属性区别人吧 就事论事最好...,0
不能再同意了，家暴的各种前提条件都是在是否互相尊重这条牵引线上发生的,0
他们说的很多东西都太理想化了，从人类会说话开始，就少不了纷争。 你还没干啥有的时候就挨骂的例子多了去了，何况这种到处作的？ 你可以好坏都收，可以制造对立，可以不理智可以到处撒泼。但做出这些动作的时候就等于授人以柄了。  大太阳底下干坏事还想着不被骂，总想这些美事有意思吗？,0
说的很对就像很多人只是自己感动自己，完全忘记对方的感受,0
照片那个也是争议点了，这事儿子女儿也都站队很僵了。,0
你在的话，会有更加深入独特的见解吧。近来难得的佳作，值得一看。,0
嗯 希望每一个女孩子都好好保护自己，希望大家都可以站出来保护弱势群体，希望法律可以让罪犯的到应有的制裁，希望每个人都可以有同理心，希望每个人都尊重生命。,0
有时说到女权，似乎就得和异性恋、结婚生子划清界限。这么做确定不是在画地为牢？每个人有自由选择的权利，同时为自己的选择承担后果就可以啦。生与不生都是女人的权利，不该被所谓的“政治正确”裹挟。,0
"那些单亲妈妈愿意放弃“更有利于她们和孩子福祉”的婚姻生活，肯定是因为单身更有利于福祉呀。我觉得单亲妈妈是不幸的婚女，婚内的女性和孩子是较为幸运的婚女。更何况。所以我觉得你这个比较只能说明不幸的婚姻和幸福婚姻对孩子的影响，无法说明单身生育有啥影响。,非杠，很多单亲母亲的孩子都是婚生子啊，单亲孩子受到了母亲的弃养此时父亲不应该是第一个出来扛起责任嘛？？本可以夫妻共同育儿但最终成为女性贫困，该负责人的肯定是孩子的父亲啊",0
有人跟你开黄腔的时候你全部回复科学术语他们马上就傻了。术语真的攻击力很高。,0
女权不反婚。质疑婚姻制度是个人选择。,0
再记录一下：红风车经典漫画丛书，这本这样好，那这个系列的其他书应该也不会差。,0
诱骗了一个无路可走的小女孩。被强暴的无家可归无处可去的孩子，除了把关系美化成恋爱，又有什么办法呢？不然她活不下去啊。但是反复的报警和继续的相处，本身就证明了相处的痛苦和无奈，一次次的又爬回来请求宠爱，不过是猎物的无辜无助而已。,0
借口呀，要是真追究下去估计整个韩国政商界又要震动了吧,0
支持中国同性恋结婚合法，同时骗婚代孕入刑,0
这个女人太坏了，真可怕，我也是因为她不去看海王，但想想也不对，德普做的对，不能影响其他人的付出。,0
唯一一个提早请假的，是因为公司换了更大的办公室，新装修过，有点味道,0
没那么多男女的事，就是人与人之间的越界。我之后也讲了，“有时点醒她们，甚至帮助她们，是一种不怀好意的善意”。当然这里的点醒和帮助的定义也有待商榷。那再退一步好了：提出。,0
纠正：原文中‘政论直笔’改为‘正论直笔’。指的是媒体应该有正确的主张，原封不动转达事实，应该有这样的职责。,0
"问题就是，在“男的想生女的不想生”的情况下要给男性扣上一个直男癌的帽子我也是不太懂，不是所有想要孩子的男性都是抱着传宗接代的出发点吧,就是即使比如婚前说好了不想要有一方反悔了，那就好聚好散嘛。觉得离婚的女性就受伤害了，我不懂到底是女权还是卑微,就是这个道理！我始终认为女权应该是认为男女平等而不是高于男性一等，和同志平权一样，重点是“平”。女的不想要孩子，那干嘛还要跟一个想要孩子的在一起？我始终觉得要不要孩子是一个很大的问题",0
大师你骗我！你看你看的小黄文都和男德一样！哼！,0
我现在觉得以后老龄化严重到一定程度，会有更极端的手段，完全不顾吃相，就和计划生育时候那些残忍手段一样,0
"别人都看不上我，好不容易有机会我还能下不去口吗！！！,你不是我，怎么知道平常连中老年油腻妇女都看不上我",0
还有一道呢，会说出类似于“陈岚救治失败”和“果子狸举报恋童癖是对孩子的二次伤害”和“鳄鱼做广告违约”这种奇形怪状的话,0
和大多数男性，乃至05后小男孩聊这种议题，观点都令人叹为观止,0
"内什么你也自助一下 去查一下讽刺的定义 要是感觉不符合的话就怪我眼拙,这个情况肯定不是主流 针对你说的这种情况 那就更不需要讽刺metoo了，因为metoo以后权力一方都噤若寒蝉，那这种把自己物化以后当作性资源出售的“便利”就更不好有了，不论男女。而且Harvey这一个代表人物，他很多都是主动性侵，自己扑上去的真没有你想的多（当然了，每每都有人想做理客中导致放大比例",0
"所以你翻译成斜眼是不恰当的，何况斜眼在中文是什么意思，你查过吗？,证明你说的内容是错误的，所以想问你的信息来源是什么，空口无凭。1.中文中“斜眼”没有你想表达的意思。2.slant没有斜眼的意思。 3.公共说理对事不对人，很遗憾你缺乏足够的理性。,其次，词根上看 slant源自古英语slenten，意思是fall aslant，与斜眼也毫无关系，这个在词源学上也能找到。不知你所搜索的资料是从哪儿来的？,斜眼在中文里要么是动词的用法，或者是一种疾病，没有你所谓的这种名词用法，你可以看看辞典。,斜眼是squint，slant是斜线，形容亚洲人眼睛小得像条缝。",0
这事好像闹腾挺长时间了 啥时候能有个富婆来骚扰我一下,0
这是在微博上。我前两天下回了某网游贴吧，95%都是年轻人，男女差不多1：1，点开讨论冷静期的贴子有一半是给新规洗地的，还一边痛斥反对者是被微博女⭕洗脑了，这些并不都是男性。女权污名化比大家想象中的成功多了,0
一岁半如果不是过敏严重必须需要喝水解奶粉的特殊宝宝（很少很少），可以喝纯牛奶不喝配方奶，配方奶除了贵外还不如纯牛奶好。什么维生素矿物质等等都是智商税！一岁以后主食吃好营养丰富，奶就是辅食，最大的作用就是补钙！其他乱七八糟的补钙的钱也省了！,0
现代人是太矫情，摸一下能死不？非得抱着别人扣个大帽子送到监狱里。。？,0
这次被papi炸号的论文就是因为要孩子随母姓离婚的，底下的评论一水的，随母姓极端之类的评论，可惜了，被炸号了，看不见了,0
他又不是真女权  就是个孩子喜欢炸粪坑罢了   很多时候说也说不对  是因为不够圆滑   不然也不会来微博搞些乱七八糟的东西  以前看他下棋的时候他就很猖狂   说什么李世石一百成几率的话  才有五成能赢他  这嚣张的让人想扇他  虽然他做到了,0
长期监禁的意思是监禁她不让她去上学，鲍说不经常见面是因为鲍去上班所以下班了才能见到,0
不好意思 你好像盗用了我闺蜜的原创句子！ 请问你认识她嘛,0
我下意识觉得很多事情看起来不是这样的，但你说的看起来很有道理我也不了解所以我说不出来什么，还想问什么小说，书荒,0
"我百分百确定肯定有你的粉丝骂我去死的。我不可能看错也没必要污蔑你，我要是污蔑你，我就立刻被人杀死，我咒我自己行不行,该吃该喝喝该玩玩呗，没必要听我放屁的。文明人不要被我这种野蛮人影响心情。毕竟我自己骂爽了之后都忘记自己放了些啥。我自己都没脸看第二遍。,你不丑也不穷，没必要跟那两个字过不去了。是我歹毒气急败坏满口污言秽语这样行吧，我极端我伪善我和家暴者没区别",0
上纲上线不可怕 可怕的是能拿疫情男女医护人员做比较 我寻思医护人员本身大多数就是女性 男性偏少 这都能拿来上纲上线 真的🐮 🍺,0
不是小雨伞就可以吗？不会真有女性经常吃避孕药吧,0
图1年轻时的妮可基德曼真是天仙啊。图2阿汤哥美颜盛世，可谓颜值满分couple了,0
永远该痛恨的是这个男权的社会结构，而不是女性。,0
排，直接网上发发推就行了，都可以跳过警察和法院了，社会社会,0
看了你微博，原来那些推奍的是这样的，以后可以自己找了，用金不用再给别人了,0
要是那位太太也有这个想法就好了哈哈哈哈，她的文字真的太可爱了🙈🙈🙈,0
当年熬夜追剧，看他主演的《黄手帕》，温柔多情的赵英俊，给人留下的印象太深刻了，没想到会是以这样的方式离开。,0
一种比新冠状病毒更阴险的病毒在中国流行了十年了，感染者会舌苔发白，咳嗦，非常累，腹泻，皮疹，牙疼，喉咙红肿，失眠，口渴，尿黄，尿辔沫，肌肉关节痛，失眠，头晕，头疼，肌肉跳，浑身刺痒。传播途径，呼吸，飞沫，接触传播，粘膜感染。血液，尿液，泪液，精液，唾液，乳汁，粪便，全部有传染性！,0
目前至少这点可以证明，东哥确实与她发生了性关系，奶茶妹尴尬了！,0
我觉得我妈爱我，同时也希望我被欺负，她不要我的钱还一直给我钱用，给我寄腊肉，土鸡，河里的鱼虾，但是她总是说女人不都是这样吗（受委屈）你是欠打的之类的。我不太理解,0
颁奖季种子那么多 想要突出就得公关 更别提想得奖了,0
为什么会觉得同性婚姻合法化是针对男同性恋呢？女同性恋的权利不值得你关注吗？保护女性的权益，不是反对婚姻自由的借口，代孕也不是只有无法产生后代才去做的，很多不愿意自己生育后代的夫妻也会想做的。我觉得用代孕合法化来反对同性合法化实在牵强。,0
一个来自持后现代女权主义观点的我的人间观察,0
是是是，人家骂社会现实说错了一句话，你们就逮着不放，只看见了人家说错了话，就没看见人家批判的是什么，网络暴力整得这么厉害，敢说实话的人就是被你们整闭嘴的吧,0
"""如果所有被性骚扰或侵犯过的女性都能发一条'",0
主要是你的举例有问题，说服力有点弱，当然其他网友上来就给你贴标签这也非常不合适,0
有什么好皮的？好笑吗？你这种言行也已经是骚扰的一种了装什么正义 真是恶心他妈给恶心开门恶心到家了,0
emmmm，我身为女性，我也希望我的丈夫对我父母孝顺，照顾好，,0
所以我说，情绪的宣泄是最简单的了，当然如果你认为，情绪宣泄就够了，那请继续。还有，不要轻易说，所有中国女性都是在不停责问种过一辈子的。以及，每个女性都该过的更好，而不是承受这些。不管她是虚拟的还是真实存在的。,0
其实就是一句“管好你自己” ，要是世界上的烦人精都懂得这个道理就好了。,0
你说得这是做人的基本德行，跟男女有什么关系？你一辈子只能看见男的做好事女的做恶？,0
不是完美的受害者，她只是一个受害者！,0
听说木胥也没了？嗯。。反正看成片吧。。希望不要面目全非,0
相当于从自己兜里拿出200块钱，跟男方1人1半，生孩子对身体的巨大伤害还要再在女生身上重复一次,0
真没看懂还是🎣 啊，🎣 的咖喱人怎么样不用我说了吧,0
能引起全球反响是因为，命题中包括这样的内容：精英及其精英阶层未来的出路及其最终彼岸。,0
很多人的层次确实就是根本不可能找到好的伴侣，对伴侣的要求也只有好不好看会不会撩。这种情况下就算去买了精子卵子，也没可能有个好后代啊。,0
什么叫 “求不要毁大导了”？？？？？？你们的三观被狗吃了？,0
全男性：他们，全女性：她们，有男有女：他们,0
中了一条，会觉得女生开不好车吧，被洗脑的严重了。,0
追根溯源，法语的阴阳性并非是强调男权至上,0
生命的本质是负熵，任何生物都是简单到复杂，群聚生物随着种群扩大所能完成的工作指数增长。,0
我觉得女权首先第一条就是要尊重女性。尊重她是个人，同时也尊重她的生活，她的选择。叫别人婚驴首先就是非常不尊重的表现。尊重都做不到那还谈什么权益。,0
该博主在知乎上就蛮能各种怼人的，也是，人家怼人技术过硬，不过不理解认真工作的女性群体怎么惹着他了，还是说他接了什么婚恋平台的软广。,0
咋的你复制粘贴阿说来说去就这一件事？我已经说累了您语文老师怕是早就哭晕了吧,0
"恭喜你的优质内容进入热门流萌宠频道曝光~持续沿着垂直领域方向创作，获取更多流量,详情见",0
其实很多女孩子都会有孩子跟自己姓的想法 但如果付诸实践会引起家庭矛盾，可能就放弃了。,0
好像不仅没有，反而那些勇敢站出来的，为自己发声的都遭到了实施侵害着的反咬。舆论也认为受害人博出位、想火，连带着对受害者的冷嘲热讽，虽受害者施加网络暴力。MeToo不适合这个我们这样的一个环境。。。。,0
报名成为田野调查对象，接近中年，有些直男吧,0
恐惧源于未知，我们对于性侵害的恐惧一部分原因是：似乎对方的行为在社会上并不稀奇，为什么我的感觉不对，为什么对方会做这样的事。如果两人情投意合，那自然不存在什么性侵害，因为双方能感受到对方的感受。而有一类心理不太健康的人，他感受不到他人的情绪，就像用了迷幻药一样活在自己的幻觉中。,0
"我没说过不生孩子有错，别自嗨 你这样的妹妹离我远点就是对我最大的帮助,别偷换概念 我说的是法律明确规定的规则 道德不代表法律",0
不管怎样，这种回踩的做法就是不对，不懂评论里怎么会有没脑子的人觉得站茶就是饭圈行为，摆脱不要把我们和内鱼联系起来好吗，口区,0
谋求中国式家庭教育下的女性权利，仍然是个漫长的过程。,0
"嗯嗯，是的，她只顾着各种DISS，完全忘了自己配不配。,之前我看到有人骂女权可难受了，又没错，为什么要骂，现在我知道了……不是每个人都在真心的正常的支持女权，还有人利用女权营销微博想红，或者作为发泄口，已经偏激到伤害人了，怎么可能没人骂？",0
觉得女权一直在为所有遭遇不公的群体发声，可是真的很难见到其他的弱势群体为女权发声,0
不管是多么让人看不下去的丑屌，都是有一份很大很大的自信，这是事实！,0
攻击的不是周冬雨，而是这个字眼本身，尤其是这个字眼背后隐含的性别歧视，集体无意识的文字力量远远比我们想象的要更强大。,0
部分评论真是让人感觉悲哀，译本里面写的这么详细，加上之前对女孩的诬蔑，还真是有心情开玩笑,0
真的今天就简直莫名其妙。被害妄想症吗给自己买热搜，又炸人，说hupi没有心理疾病我都不信了。根本就没有谁跑她地盘叨叨她啊。,0
对女性蔑称的人在我眼里算不得女权（此处就地图炮了）,0
上下两条过于应景了(并没有认为受害人有错的意思),0
呵呵哪怕她们睡遍天下的男人，不让碰你硬上就是强奸！,0
干嘛要谢我。其实你身边会有很多男孩子和我一样的想法，其中可能很多也在保护你。这个社会真正有担当的男孩，是没有时间在网上说一些很庸俗的烂段子的，他们都在很认真的保护自己在意的人,0
Omg！劳资天天在群里玩红包大冒险唱歌玩得不亦乐乎，谁特么有空去diss无关人等啊？我还没闲到那个地步！真的是没事找事，天天吃饱没事撑着了吧！,0
这个亲儿子长得和他妈妈的前男友不能再像一点,0
如日中天的时候她们要敢说了，应该就被行业封杀了吧……,0
如果我的文章误伤了你那我要说声对不起。不过你觉得批评就是对政府骂骂咧咧我不认同。更何况我的文章也是针对部分网民，并没有对政府骂骂咧咧。你的打击范围也有点大，让我害怕,0
演员个个都像吴彦祖，成龙 那根本就没问题，主要是杨颖，和烂片长城女主叫啥玩意？居多。范冰冰在钢铁3中直接被剪掉。,0
我认识的一个小朋友 爸爸姓刘妈妈姓徐 她叫刘子徐 简单直白,0
我觉得即使退十万步，即使我相信这个故事，五十多岁和十四岁发生关系都没得洗，她不懂你不懂吗？等到十八岁是最起码的尊重吧,0
原来如此，那是我误解了，难怪有公共道德这个表述。 你总不能指望在禁烟区吸烟的人给出什么合理的回答吧，这种情况下基本回的都是火药味的结果，参考价值不高但是能反映一定观念。 不过我还是觉得吸烟人数变多和田园女权没啥关系，一个是田园女权没微博上这么多，二个是没几个人会持续以这个理由抽下去,0
这个祝不孕不育就很灵性，仿佛在对着鱼说我祝你一辈子都在水里,0
我刚才发现我自己关注的一个博主竟然还在嘲笑惊奇队长票房 说女权不付钱 我也真是笑死了 快十亿美元的票房 国内已经十亿人民币的票房在说票房不怎样 也不知道哪来的脸 瞬间取关了,0
可有听过“不欺少年穷 不嫌老来丑”这是我见过互相尊重为前提的最美的感情。你所说的“上嫁”不在我的人生观里。,0
如果公开这种事能上位的话很多女艺人早就争着说了吧,0
也不能一概而论 因为中国本土的媚外势力就非常强大了 。。,0
生不生在于人家本人，如果是家庭在于女性和他们老公决定。。。和外人有什么关系。,0
说什么为什么rapper对这么多事感到不满，那是因为人家有能力把日常的不满写成歌并被大家听到，而你的日常不满就只是不满而已。,0
主动买假货的人，知道是假货，并且就是要买假货，为什么他会是受害者？被动买假货的人，不知情为什么他会是帮凶？逻辑混乱,0
如果我国自身再不抓住机会做根本性的变革，若干年后将由外部倒逼变革。,0
我身边大部分家庭还都是双职工，家务一起做。生活都还不错。当然双方都是过日子的人，长相什么也一般。你要是非要娶个高颜值的，当然要付出代价啦，选择决定命运。,0
带着你家糊穿地心的哥哥滚好吗，你真主倒是想上个新闻话题呢，人家记者懒得写,0
高中生都开始整这些，可见性别对立被某一群体煽动的有多么厉害了,0
我的理解是反婚有种强调婚姻存在的感觉。废婚就是婚姻不用存在，没有存在就没有“反”,0
这个跟怎么死有关系，很多人都想自己是老死，却现实施很多因为并发症而死，这个情况他的差不多，时间点上想着越迟被发现越是对自己有利。,0
他能这么说， 说明就找了个这样的，现实敢怒不敢言，只能在网络寻找发泄口,0
metoo美国版文化大隔名，继续闹吧，美国梦已死,0
"另外，关于抓人，不是xx说要抓就抓了。得给xxx说：我要抓人，xxx说行，有证据么？xx列举了上面的证据，但是xxx说这些不能够认定为qj的有力证据，没法给你盖章。这个通告应该xx出还是xxx出就是个问题了。最后应该还是xx出，但是媒体很麻烦的，判不了这禽兽出什么样的通告都难，毕竟没有蝙蝠侠,这事媒体带起节奏来了，连方方都有人吹出个不被骂的通告太难了。问了一个朋友，他说没实质性证据想抓人都抓不了，后续还是有人跟踪但是不会花太多的时间和精力专门办这个案子，你天天来报案，但是证据不足有心无力啊。这个事如果结案了就肯定不会管了，没结案如果有新证据最好了。",0
拜托说风凉话的自己去医院待一天，看看护士一天都什么工作量，我妈就是医生，从小在医院长大的告诉你，护士这个职业，要的就是耐心和力气，日常工作非常繁琐，打针加药肯定是基本功，但是大部分的工作说白了就是体力活，你们这些营养不良的键盘侠还真干不了护士的活,0
嗯 教育 社会问题对年轻人小孩子的影响真的很大很大,0
微博上能有这样思想的男性不多啦，但我相信就像你说的，现实有许多,0
国外留学然后留下的精英同学们好多都是孩子一岁左右就送去daycare了，唉,0
别叫我们田园，担不起，我们没有地。想叫田园给我们一人发块地，再叫。,0
trans的性别错置，不是女性造成的。对trans的偏见和欺辱，大部分也是现存父权体制下，二分的僵化性别刻板形象延伸的后果，而女性本身也是这个体制里的弱者。本来方向是一致的，非要踩一脚女性，那个TERF的标签真的太贱了。,0
你是常年看倭国快感片得出的结论，现实倭国不是那样呀！你去了就知道。,0
蹭热度的人最恶心，这种人我是导演我第一个拉黑你。,0
看过他演的伊甸园之东，演技确实不赖。演艺圈水太深，跟官场一样，孰对孰错真假难辨,0
还有就是在美国如果改姓了，之前的信用记录就清空了，对女性非常不友好,0
1、po主没问题，那个新娘不是我恶毒，什么锅配什么盖，也能知道嫁了个什么玩意。2、不离开的话，束手无策。,0
也是多管闲事，人家爱姓啥姓啥。亚当夏娃伏羲女娲都可以。,0
不论是田螺姑娘还是织女还是七仙女还是三圣母，全部都是外族女子，所以认真考虑一下吧，真的很有奉献精神。,0
如果三个月了，胎儿有心跳了就不能堕胎了。个人建议，没有养可以给领养的家庭。如果婴儿有心跳了再堕胎真是不太好,0
底下一百多条评论骂她，她说全是我的小号，她当我是千手观音呢？,0
什么玩意 motherfucker是歧视女性的意思？是我们家才通网吗？我跟社会脱节了,0
这种事情总会有人做，也许其他国家保密的比较好而已。接下来贺就成了其他国家进行实验的理由了,0
看到这个消息，真的挺震惊的！当初很喜欢黄手帕里的他，还看过很早的他演的《都市男女》！这种情景，这种结局，不胜唏嘘。,0
所以我总是觉得有些绝望，女性比会比更加难以翻身。,0
当我们在探讨人性的不同角度的时候，最好不要把他们混为一谈。比如有男同骗婚，但这个和恐同不是一个问题，或者说不是一个角度。把这些问题混在一起之后就只能以斗争思维看待人与人的关系。而没有办法看到人性的复杂性。,0
这种人就是奇葩，明眼可见的脑残，和性别可能没太大关系，性别只是她谋私的幌子罢了,0
你要储蓄你的可爱，眷顾你的善良，变得勇敢。当这个世界越来越坏时，只希望你能越来越好。,0
你就这水平还想出来杠 当杠精不丢人现眼？ 每天不找骂难受呢？ 自己跳出来对号入座  闲的？,0
说的不错，其实婴儿生命权，美国主流社会争议并不大，无非是20周到28周之间，什么时候开始算有心跳。左右两边的极端分子，搞得极端对立。,0
姓啥有那么重要吗，我姓我妈的姓，我孩子还是姓爸爸的姓，因为我随母性还是有很多不方便和需要解释的地方，所以不想孩子再麻烦了，其实都可以吧，国家规定的可以随一方，我感觉以好听方便为准则就可以~,0
挺没有必要的，这样“指桑骂槐”的行为和在朋友圈不点名骂人一样没有意义，愤怒却不直接开战，把炮轰方向转到莫名其妙的角度，企图达到威慑效果，有点自我高潮的感觉。不过也比啥话不说生闷气好…,0
草我睡前点开吓死 （你置顶还是大可爱 谢谢谢谢,0
哎 咱们都懂为啥老提啦 反正阿汤从没提过她了,0
你错了，这不是中国的问题，中日韩东亚三国，男人分别做的事情范围包括哪些，中国男人不都是这样的。,0
"非常主观，而且根本没有采访性侵受害者本人，一直在用鲍某一面之词，他身为性侵幼女的人当然要把幼女说成是自愿的啊,财经那片那里中立了？明明就是把新闻学成了玛丽苏爱情故事，言情戏啊。",0
"你能改变过去吗？改变不了就从现在做好自己，我们这一代不能争取到平权，但现在开始做好自己，下一代或者下一代就有希望。我所说的做好自己，是用自己的努力，去改变身边对女性的刻板印象和社会地位。喊是改变不了的，还不如去游行呢。,那你去和她说吧，说你这样不是独立女性，没有独立思考，你看看她听不听你的。",0
女性职场人身安全，拒绝潜规则，勇敢说不。,0
惹，真不知道有些人为什么要从网络小说里学三观，难道没有自己的主见吗？送他们一句小学的：墙头草一一风吹两边倒,0
我说的这些特点也正可以说是在解释所谓的“自然”从何而来。仔细品一下世界有很多这样的人，并不是说他们穷凶极恶,0
我一开始也不明白，后来想明白了。任何宗教都是要以极端的宣传语去吸引人的，那些曾经受过伤害的女性男性很容易被这种极端的宣传吸引，成为他们的力量，在骂战当中加深彼此的误解。不极端怎么博眼球呢,0
她们都是谁 宝贝你真的好关心这些啊哈哈哈哈哈,0
不管完美不完美，受害者就是受害者，我们就是在保护受害者。,0
你把女人当成和你一样的 人 ，你就会理解多了,0
这人确实脑子有病，给她点赞的也病的不轻，突然发现咱们国家病的人不少。,0
然后你就经常发微博说她有抑郁症？事实就是有抑郁症？,0
确实 我就是田园女权 有田有园好香啊,0
下面那个羡慕做导演的 你他妈恶心死了 不是形容词 我在骂他,0
啊 拜托爸爸里多好啊 看着很有爱的样子 有点可惜了,0
就算是演的也是打得真的强奸的名义，来吸引别人，来吸引看官，而那些看官并不知道是假的，但是却仍然有人刷礼物,0
OMG，在韩国谈女权主义，还牵连着难民问题⋯⋯提心吊胆等播出,0
是啊，不是大家在评论一个她者江山娇如何如何，而是大家说的都是自己啊，就像说金智英，你如何如何一样,0
用东西启一下盖子就能打开。有时候挫败感只是因为自己能力不足,0
女性是要追求独立啊，经济独立思想独立，要摆脱糟粕思想的束缚啊，女性从来都不是男性的附属品，我可以不生孩子不结婚，都是我个人的选择，女性不依赖男性也可以过得好,0
曾经的老港片里，可不就频繁出现女人为了替男友老公还赌债去夜总会当小姐，出台接客还被打被杀的桥段，看来大陆也该多拍拍这类故事，而不是一天到晚只拍甜宠剧,0
